house_id,land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,large_living_room,parking_space,front_garden,swimming_pool,distance_to_school,wall_fence,house_age,water_front,distance_to_supermarket,crime_rate_index,room_size,property_value
3020,258 sqm,255 sqm,4,2,Yes,Yes,Yes,No,2.2km,Yes,17 Years,No,2.4 km,0.07,medium,201714
3021,245 sqm,229 sqm,4,2,Yes,Yes,Yes,No,6.1km,No,8 Years,No,1.8 km,3.98,medium,172617
3022,268 sqm,267 sqm,5,5,Yes,Yes,Yes,Yes,5.1km,Yes,19 Years,No,5.4 km,0.33,large,226617
3023,240 sqm,224 sqm,5,4,Yes,Yes,Yes,Yes,5.6km,Yes,16 Years,No,6.2 km,1.47,extra_large,210461
3024,348 sqm,301 sqm,5,2,Yes,Yes,Yes,Yes,5.3km,Yes,3 Years,No,0.5 km,4.23,large,287787
3025,289 sqm,288 sqm,4,3,Yes,No,Yes,Yes,0.3km,No,14 Years,No,5.9 km,4.94,large,222656
3026,260 sqm,233 sqm,4,5,Yes,Yes,Yes,Yes,3.2km,Yes,4 Years,No,6.2 km,1.86,extra_large,224868
3027,270 sqm,234 sqm,5,4,No,Yes,Yes,Yes,4.2km,Yes,4 Years,No,2.3 km,2.48,large,245283
3028,255 sqm,243 sqm,5,4,Yes,Yes,Yes,Yes,4.8km,Yes,17 Years,No,4.1 km,1.81,extra_large,209731
3029,242 sqm,230 sqm,5,3,Yes,Yes,Yes,Yes,0.6km,Yes,2 Years,No,1.3 km,5.21,large,230838
3030,109 sqm,108 sqm,1,1,No,No,No,No,0.7km,No,18 Years,No,2.5 km,5.88,medium,61188
3031,300 sqm,268 sqm,4,3,Yes,Yes,Yes,No,2.6km,No,18 Years,No,2.9 km,0.94,large,217452
3032,464 sqm,443 sqm,6,7,Yes,Yes,Yes,Yes,1.4km,Yes,20 Years,No,0.9 km,1.79,extra_large,369480
3033,180 sqm,163 sqm,2,1,Yes,Yes,No,Yes,4.8km,No,15 Years,No,5.6 km,4.07,extra_large,123055
3034,200 sqm,180 sqm,3,2,Yes,Yes,No,No,2.6km,Yes,13 Years,No,6.4 km,1.24,large,163292
3035,341 sqm,341 sqm,5,2,Yes,Yes,Yes,No,6.1km,Yes,1 Years,No,5.2 km,3.17,extra_large,254115
3036,276 sqm,262 sqm,5,5,Yes,Yes,Yes,Yes,5.5km,Yes,1 Years,No,6.9 km,2.41,medium,236549
3037,270 sqm,236 sqm,4,2,No,Yes,Yes,Yes,3.3km,Yes,20 Years,No,0.6 km,5.67,extra_large,219168
3038,359 sqm,323 sqm,6,4,No,Yes,Yes,Yes,4.3km,Yes,17 Years,No,5.6 km,4.61,extra_large,263754
3039,508 sqm,451 sqm,7,6,Yes,Yes,Yes,Yes,4.5km,Yes,20 Years,No,6.5 km,2.94,extra_large,387437
3040,272 sqm,244 sqm,5,2,Yes,Yes,Yes,Yes,3.2km,Yes,17 Years,No,2.4 km,1.96,medium,236763
3041,332 sqm,300 sqm,5,5,Yes,Yes,Yes,Yes,1.4km,Yes,14 Years,No,5.6 km,1.02,medium,294066
3042,127 sqm,126 sqm,2,3,Yes,No,No,No,4.2km,No,18 Years,No,1.5 km,0.23,small,89873
3043,249 sqm,226 sqm,4,3,Yes,Yes,Yes,Yes,3.5km,Yes,1 Years,No,2.7 km,0.57,medium,233940
3044,504 sqm,489 sqm,8,9,Yes,Yes,Yes,Yes,4.3km,Yes,13 Years,No,2.7 km,3.90,large,404424
3045,269 sqm,233 sqm,4,5,No,Yes,No,Yes,3.9km,No,10 Years,Yes,0.1 km,5.98,medium,220458
3046,145 sqm,129 sqm,1,1,No,No,No,No,5.2km,No,14 Years,No,3.7 km,4.12,large,86859
3047,231 sqm,220 sqm,3,3,Yes,Yes,No,No,5.2km,No,18 Years,No,1.3 km,0.39,large,169984
3048,272 sqm,244 sqm,4,5,Yes,Yes,Yes,Yes,6.7km,Yes,10 Years,No,0.7 km,0.80,extra_large,237984
3049,341 sqm,292 sqm,6,7,Yes,Yes,Yes,Yes,1.8km,Yes,9 Years,No,2.4 km,4.17,large,298069
3050,467 sqm,422 sqm,7,7,Yes,Yes,Yes,Yes,4.6km,Yes,15 Years,No,4.2 km,5.60,extra_large,358335
3051,150 sqm,132 sqm,1,1,No,No,No,No,5.5km,No,1 Years,No,3.6 km,5.74,small,76763
3052,173 sqm,165 sqm,2,3,Yes,No,No,Yes,3.7km,No,5 Years,No,6.5 km,0.11,large,141434
3053,322 sqm,307 sqm,5,4,Yes,Yes,Yes,Yes,1.6km,Yes,7 Years,No,4.7 km,1.33,medium,268252
3054,164 sqm,160 sqm,2,2,No,No,Yes,No,1.5km,No,11 Years,No,0.7 km,0.86,extra_large,131814
3055,194 sqm,172 sqm,3,4,Yes,Yes,No,No,3.8km,Yes,15 Years,No,2.8 km,0.95,medium,158740
3056,217 sqm,189 sqm,3,3,No,Yes,No,No,5.2km,Yes,19 Years,No,5.1 km,0.91,extra_large,158054
3057,219 sqm,217 sqm,3,3,Yes,No,Yes,No,4.6km,No,3 Years,No,6.5 km,5.14,medium,137469
3058,310 sqm,292 sqm,4,4,Yes,Yes,No,Yes,1.6km,Yes,14 Years,No,0.5 km,2.25,medium,252479
3059,272 sqm,266 sqm,4,5,Yes,Yes,Yes,No,6.6km,Yes,4 Years,No,1.2 km,1.12,extra_large,218147
3060,174 sqm,153 sqm,2,2,Yes,No,No,No,1.9km,No,18 Years,Yes,6.3 km,1.78,large,138929
3061,144 sqm,141 sqm,1,2,No,No,No,No,4.4km,No,20 Years,No,6.9 km,5.34,small,65319
3062,185 sqm,169 sqm,3,2,Yes,No,No,Yes,5.5km,No,18 Years,No,3.8 km,3.59,large,134825
3063,399 sqm,389 sqm,6,4,Yes,Yes,Yes,Yes,0.9km,Yes,10 Years,No,5.4 km,3.20,extra_large,323981
3064,272 sqm,259 sqm,4,3,Yes,Yes,Yes,Yes,1.1km,No,18 Years,No,4.5 km,2.54,extra_large,200120
3065,179 sqm,164 sqm,2,3,No,Yes,Yes,No,1.8km,No,20 Years,No,1.9 km,1.08,extra_large,135905
3066,153 sqm,137 sqm,3,1,No,No,No,No,2.9km,Yes,21 Years,No,6.3 km,0.79,extra_large,111493
3067,168 sqm,151 sqm,3,2,No,Yes,No,Yes,3.5km,Yes,15 Years,No,6.2 km,2.43,extra_large,138734
3068,292 sqm,276 sqm,5,4,Yes,Yes,No,Yes,6.8km,Yes,10 Years,No,3.9 km,2.16,medium,234408
3069,307 sqm,271 sqm,4,4,Yes,Yes,Yes,Yes,1.1km,Yes,18 Years,No,3.3 km,4.77,medium,257606
3070,216 sqm,190 sqm,4,4,Yes,Yes,No,Yes,4.2km,Yes,12 Years,No,5.7 km,4.43,extra_large,166707
3071,253 sqm,248 sqm,5,2,Yes,Yes,Yes,No,1.9km,Yes,19 Years,No,4.6 km,1.06,extra_large,202281
3072,254 sqm,252 sqm,5,4,Yes,Yes,Yes,Yes,6.4km,Yes,4 Years,No,1.9 km,0.14,extra_large,227372
3073,205 sqm,182 sqm,4,4,Yes,Yes,Yes,Yes,5.9km,Yes,22 Years,Yes,1.9 km,3.32,extra_large,201653
3074,169 sqm,157 sqm,2,1,No,No,No,No,2.4km,No,21 Years,No,5.9 km,5.30,medium,90483
3075,199 sqm,179 sqm,3,4,Yes,No,Yes,No,4.3km,No,18 Years,No,6.8 km,0.79,large,149023
3076,341 sqm,306 sqm,6,5,Yes,Yes,Yes,Yes,3.6km,Yes,3 Years,No,3.3 km,2.88,extra_large,282186
3077,138 sqm,129 sqm,1,1,Yes,Yes,No,No,3.5km,No,6 Years,No,0.2 km,2.83,medium,110817
3078,109 sqm,103 sqm,1,1,Yes,No,No,No,4.8km,No,1 Years,No,6.6 km,3.01,small,68178
3079,175 sqm,161 sqm,3,4,Yes,No,No,No,2.9km,Yes,16 Years,No,4.9 km,1.88,large,139032
3080,234 sqm,208 sqm,4,5,Yes,Yes,Yes,Yes,1.9km,Yes,9 Years,No,1.3 km,5.05,medium,212129
3081,268 sqm,262 sqm,5,4,Yes,Yes,Yes,No,4.6km,Yes,14 Years,No,1.5 km,3.13,extra_large,209231
3082,109 sqm,104 sqm,1,1,No,No,No,No,6.2km,No,20 Years,No,0.3 km,3.65,medium,60018
3083,267 sqm,252 sqm,4,4,Yes,Yes,Yes,Yes,2.8km,No,7 Years,No,5.5 km,2.46,medium,204838
3084,335 sqm,332 sqm,5,5,No,Yes,Yes,Yes,4.1km,Yes,1 Years,Yes,0.8 km,2.74,medium,332617
3085,106 sqm,104 sqm,1,2,No,No,No,No,3.3km,No,4 Years,No,0.4 km,1.15,small,80983
3086,150 sqm,133 sqm,1,2,No,No,Yes,No,6.5km,No,11 Years,No,2.4 km,4.84,large,99224
3087,191 sqm,169 sqm,3,1,No,Yes,Yes,No,4.2km,No,21 Years,No,5.4 km,5.37,large,122390
3088,146 sqm,144 sqm,2,2,No,No,No,No,1.9km,No,1 Years,No,1.4 km,3.42,large,103927
3089,409 sqm,408 sqm,6,7,Yes,Yes,Yes,Yes,1.2km,Yes,21 Years,No,3.6 km,4.05,large,322828
3090,240 sqm,224 sqm,3,4,No,Yes,No,No,6.8km,No,17 Years,No,4.5 km,1.80,extra_large,153199
3091,195 sqm,193 sqm,3,3,Yes,No,No,No,4.7km,Yes,11 Years,No,6.4 km,5.82,large,130320
3092,380 sqm,349 sqm,6,6,Yes,Yes,Yes,Yes,4.9km,Yes,15 Years,No,6.5 km,1.37,extra_large,309895
3093,144 sqm,138 sqm,1,2,Yes,No,No,No,2.2km,No,7 Years,Yes,5.5 km,3.46,extra_large,106619
3094,161 sqm,161 sqm,3,2,Yes,No,No,Yes,4.1km,Yes,12 Years,No,1.9 km,2.57,medium,138496
3095,190 sqm,180 sqm,4,4,No,Yes,No,No,4.3km,Yes,7 Years,No,5.7 km,5.86,large,138254
3096,246 sqm,217 sqm,5,3,Yes,Yes,Yes,Yes,2.7km,Yes,12 Years,No,3.8 km,3.21,medium,207261
3097,180 sqm,162 sqm,3,2,Yes,Yes,Yes,No,3.4km,No,2 Years,No,0.3 km,2.55,large,153595
3098,287 sqm,260 sqm,4,4,Yes,Yes,Yes,Yes,5.7km,Yes,13 Years,No,2.7 km,3.15,medium,231131
3099,177 sqm,164 sqm,3,1,No,Yes,No,No,5.4km,Yes,8 Years,No,0.6 km,4.79,large,134564
3100,277 sqm,274 sqm,5,2,No,Yes,Yes,Yes,4.8km,Yes,1 Years,No,1.5 km,1.50,medium,238661
3101,447 sqm,403 sqm,6,4,Yes,Yes,Yes,Yes,0.3km,Yes,2 Years,No,1.7 km,1.89,large,416757
3102,185 sqm,169 sqm,2,3,No,No,Yes,No,4.3km,No,9 Years,Yes,4.4 km,3.63,large,152111
3103,217 sqm,206 sqm,4,5,Yes,Yes,Yes,Yes,2.9km,Yes,17 Years,No,3.8 km,4.95,medium,177903
3104,340 sqm,294 sqm,5,3,No,Yes,Yes,Yes,2.1km,Yes,17 Years,No,4.7 km,3.24,extra_large,269781
3105,268 sqm,247 sqm,5,2,Yes,Yes,Yes,Yes,4.7km,Yes,16 Years,No,2.9 km,5.81,medium,213729
3106,201 sqm,191 sqm,4,3,Yes,Yes,Yes,Yes,3.9km,Yes,9 Years,No,3.5 km,5.28,large,176802
3107,162 sqm,144 sqm,2,1,No,Yes,Yes,No,6.5km,No,11 Years,No,5.3 km,1.86,small,116291
3108,200 sqm,200 sqm,3,4,No,No,No,Yes,2.7km,Yes,21 Years,No,5.4 km,3.45,medium,155556
3109,426 sqm,425 sqm,7,7,Yes,Yes,Yes,Yes,5.8km,Yes,8 Years,No,3.9 km,2.39,extra_large,341550
3110,128 sqm,120 sqm,1,2,No,Yes,Yes,No,5.6km,No,2 Years,No,3.9 km,1.30,extra_large,96926
3111,118 sqm,105 sqm,1,1,No,Yes,No,No,5.6km,No,8 Years,No,6.6 km,0.04,small,82041
3112,193 sqm,189 sqm,3,4,Yes,No,No,Yes,2.6km,Yes,7 Years,No,6.3 km,4.74,medium,162324
3113,226 sqm,205 sqm,4,3,Yes,Yes,Yes,Yes,5.3km,Yes,16 Years,No,6.1 km,4.14,large,189194
3114,196 sqm,191 sqm,4,3,Yes,Yes,Yes,Yes,1.2km,Yes,9 Years,Yes,1.5 km,1.28,large,207942
3115,707 sqm,608 sqm,8,8,Yes,Yes,Yes,Yes,4.9km,Yes,8 Years,No,4.7 km,0.65,extra_large,570075
3116,597 sqm,581 sqm,7,4,Yes,Yes,Yes,Yes,2.7km,Yes,8 Years,No,2.7 km,0.83,large,521683
3117,274 sqm,253 sqm,5,2,Yes,Yes,Yes,Yes,4.5km,Yes,14 Years,No,1.3 km,0.32,medium,239444
3118,505 sqm,494 sqm,8,5,Yes,Yes,Yes,Yes,4.6km,Yes,6 Years,No,5.3 km,1.14,extra_large,403997
3119,215 sqm,208 sqm,4,2,Yes,Yes,Yes,Yes,6.7km,Yes,3 Years,No,1.2 km,0.46,medium,203827
3120,231 sqm,217 sqm,4,3,Yes,Yes,Yes,Yes,0.4km,Yes,6 Years,No,6.8 km,4.34,extra_large,207948
3121,261 sqm,248 sqm,4,5,Yes,Yes,Yes,Yes,3.8km,Yes,7 Years,No,5.3 km,1.30,large,236552
3122,241 sqm,236 sqm,5,4,Yes,Yes,No,Yes,5.5km,Yes,9 Years,No,0.9 km,4.56,large,202570
3123,293 sqm,253 sqm,5,2,Yes,Yes,Yes,Yes,2.6km,Yes,18 Years,No,3.1 km,3.96,extra_large,246237
3124,139 sqm,133 sqm,2,3,No,Yes,No,Yes,3.7km,No,21 Years,No,1.9 km,1.77,medium,115469
3125,294 sqm,291 sqm,5,4,Yes,Yes,Yes,Yes,1.9km,Yes,6 Years,No,0.7 km,4.82,extra_large,243816
3126,177 sqm,163 sqm,3,1,Yes,Yes,No,No,5.4km,No,20 Years,No,5.5 km,3.59,large,110706
3127,245 sqm,215 sqm,4,4,No,Yes,Yes,No,1.7km,Yes,5 Years,No,2.3 km,0.13,extra_large,207967
3128,298 sqm,285 sqm,4,5,Yes,Yes,Yes,Yes,5.7km,Yes,12 Years,No,2.4 km,3.01,medium,246555
3129,267 sqm,257 sqm,5,4,Yes,Yes,Yes,Yes,3.3km,Yes,15 Years,No,5.5 km,5.27,medium,205382
3130,229 sqm,198 sqm,3,3,No,Yes,Yes,No,0.2km,No,19 Years,No,5.3 km,2.86,extra_large,169785
3131,102 sqm,91 sqm,1,1,No,Yes,No,No,2.8km,No,11 Years,No,5.7 km,1.18,small,72773
3132,209 sqm,205 sqm,3,2,Yes,No,No,No,1.1km,No,16 Years,No,4.5 km,2.47,extra_large,143738
3133,168 sqm,165 sqm,3,3,No,No,No,No,1.8km,No,17 Years,No,0.9 km,1.29,medium,120238
3134,244 sqm,236 sqm,4,4,Yes,Yes,Yes,Yes,0.5km,No,9 Years,No,2.3 km,2.69,medium,193290
3135,151 sqm,129 sqm,3,1,Yes,Yes,No,Yes,6.7km,No,14 Years,No,1.4 km,5.59,extra_large,104931
3136,104 sqm,98 sqm,1,2,Yes,Yes,No,No,3.6km,No,11 Years,No,3.8 km,1.87,extra_large,77390
3137,189 sqm,167 sqm,3,1,No,Yes,No,No,5.3km,Yes,4 Years,No,4.1 km,1.21,medium,150170
3138,226 sqm,205 sqm,4,4,Yes,Yes,No,Yes,4.8km,Yes,9 Years,No,3.1 km,3.65,large,188898
3139,286 sqm,252 sqm,4,4,Yes,Yes,Yes,Yes,5.4km,Yes,15 Years,No,2.9 km,0.18,large,252146
3140,193 sqm,189 sqm,4,4,Yes,No,No,Yes,6.4km,No,11 Years,No,3.2 km,1.77,large,147144
3141,242 sqm,220 sqm,4,2,Yes,Yes,Yes,Yes,4.5km,Yes,22 Years,No,0.4 km,1.76,large,214484
3142,359 sqm,316 sqm,5,3,Yes,Yes,Yes,Yes,3.5km,Yes,4 Years,No,4.7 km,1.70,medium,304141
3143,310 sqm,276 sqm,4,3,Yes,Yes,Yes,Yes,0.3km,Yes,2 Years,No,4.4 km,5.37,extra_large,265094
3144,284 sqm,244 sqm,4,5,Yes,Yes,Yes,Yes,3.9km,Yes,1 Years,No,1.1 km,0.51,large,275772
3145,668 sqm,551 sqm,8,6,No,Yes,Yes,Yes,0.7km,Yes,16 Years,Yes,2.1 km,3.26,extra_large,574528
3146,164 sqm,163 sqm,2,2,No,No,No,No,6.2km,No,13 Years,No,6.6 km,0.65,small,104962
3147,309 sqm,280 sqm,4,5,Yes,Yes,No,Yes,6.7km,Yes,8 Years,No,6.5 km,4.01,large,258833
3148,255 sqm,231 sqm,4,2,Yes,Yes,Yes,Yes,6.1km,Yes,19 Years,No,4.1 km,5.01,large,196737
3149,121 sqm,110 sqm,2,1,No,Yes,No,No,0.4km,No,15 Years,No,1.3 km,2.02,extra_large,106486
3150,382 sqm,348 sqm,6,4,Yes,Yes,Yes,Yes,4.9km,No,15 Years,No,5.2 km,2.05,large,284625
3151,151 sqm,137 sqm,2,3,No,No,No,Yes,0.5km,No,20 Years,No,3.3 km,0.87,extra_large,130072
3152,334 sqm,321 sqm,5,3,Yes,Yes,Yes,Yes,4.1km,Yes,18 Years,No,6.4 km,5.46,large,252797
3153,205 sqm,194 sqm,4,5,Yes,Yes,Yes,Yes,5.5km,No,3 Years,No,5.5 km,2.15,large,161684
3154,212 sqm,193 sqm,3,4,No,Yes,No,No,0.9km,Yes,2 Years,No,1.2 km,4.39,medium,168388
3155,127 sqm,123 sqm,1,1,No,No,No,No,5.9km,No,22 Years,No,4.3 km,4.82,large,63837
3156,288 sqm,257 sqm,5,2,Yes,Yes,Yes,Yes,5.5km,Yes,22 Years,No,4.2 km,0.16,large,245935
3157,260 sqm,237 sqm,5,2,Yes,Yes,Yes,Yes,6.2km,Yes,3 Years,No,6.3 km,5.64,large,209604
3158,135 sqm,132 sqm,1,1,Yes,No,No,No,0.6km,Yes,21 Years,No,5.2 km,1.51,small,105347
3159,286 sqm,253 sqm,4,2,Yes,Yes,No,Yes,4.1km,Yes,7 Years,No,3.3 km,5.10,large,231960
3160,305 sqm,284 sqm,5,5,Yes,Yes,Yes,Yes,2.7km,Yes,13 Years,No,6.3 km,1.69,extra_large,254037
3161,232 sqm,224 sqm,3,3,Yes,Yes,Yes,No,6.4km,Yes,9 Years,No,0.5 km,1.49,large,197837
3162,231 sqm,208 sqm,5,3,Yes,Yes,Yes,Yes,5.4km,Yes,5 Years,No,5.4 km,5.77,extra_large,191114
3163,148 sqm,129 sqm,1,2,Yes,Yes,No,No,5.2km,No,6 Years,No,2.2 km,5.21,large,88060
3164,238 sqm,234 sqm,4,4,Yes,No,Yes,Yes,3.2km,No,9 Years,No,2.3 km,3.65,medium,177457
3165,316 sqm,283 sqm,5,5,Yes,Yes,Yes,Yes,5.3km,Yes,15 Years,No,3.7 km,1.13,extra_large,260139
3166,364 sqm,360 sqm,6,4,Yes,Yes,Yes,Yes,3.2km,Yes,17 Years,No,2.7 km,2.24,extra_large,286540
3167,264 sqm,245 sqm,4,3,Yes,Yes,Yes,Yes,2.7km,Yes,1 Years,No,3.4 km,0.48,extra_large,238296
3168,271 sqm,255 sqm,4,2,No,Yes,Yes,No,3.1km,Yes,8 Years,No,0.3 km,4.12,large,222925
3169,131 sqm,128 sqm,1,2,Yes,No,No,No,1.2km,No,15 Years,No,4.6 km,2.76,extra_large,88338
3170,130 sqm,129 sqm,2,2,No,No,No,Yes,3.3km,Yes,10 Years,No,5.5 km,2.85,extra_large,110976
3171,194 sqm,185 sqm,4,5,Yes,Yes,Yes,Yes,2.5km,No,14 Years,No,6.9 km,5.80,medium,144529
3172,126 sqm,122 sqm,2,3,No,No,No,No,3.6km,No,1 Years,Yes,4.1 km,0.48,small,101665
3173,173 sqm,167 sqm,3,4,Yes,Yes,Yes,No,0.2km,Yes,6 Years,No,0.9 km,0.24,large,184771
3174,474 sqm,464 sqm,7,4,Yes,Yes,Yes,Yes,2.7km,Yes,6 Years,No,2.8 km,3.88,large,399439
3175,203 sqm,182 sqm,4,3,Yes,Yes,No,Yes,2.2km,Yes,22 Years,No,2.9 km,3.69,extra_large,159302
3176,293 sqm,264 sqm,4,3,Yes,Yes,No,Yes,3.9km,No,20 Years,No,1.9 km,3.13,extra_large,212971
3177,170 sqm,149 sqm,2,3,Yes,Yes,No,Yes,5.8km,No,1 Years,No,0.2 km,4.74,large,133209
3178,210 sqm,184 sqm,3,4,No,Yes,Yes,No,4.4km,No,8 Years,No,1.6 km,1.63,large,163285
3179,307 sqm,275 sqm,5,2,Yes,Yes,Yes,Yes,3.2km,Yes,18 Years,No,1.1 km,5.20,extra_large,246637
3180,306 sqm,267 sqm,5,4,Yes,Yes,Yes,Yes,2.7km,Yes,21 Years,No,0.2 km,4.30,extra_large,259136
3181,105 sqm,91 sqm,1,2,No,Yes,No,No,1.5km,No,20 Years,No,6.5 km,2.49,extra_large,72792
3182,227 sqm,193 sqm,4,5,Yes,Yes,Yes,Yes,2.7km,Yes,9 Years,No,2.4 km,1.78,medium,220457
3183,259 sqm,230 sqm,5,5,Yes,Yes,Yes,Yes,0.7km,No,16 Years,No,2.6 km,0.13,extra_large,213094
3184,191 sqm,173 sqm,4,2,No,Yes,Yes,Yes,5.3km,Yes,12 Years,No,2.3 km,0.50,medium,172286
3185,345 sqm,302 sqm,5,3,Yes,Yes,Yes,Yes,3.4km,Yes,9 Years,No,1.1 km,0.52,extra_large,300137
3186,232 sqm,222 sqm,5,3,Yes,Yes,Yes,Yes,1.5km,Yes,6 Years,No,6.3 km,5.71,large,201122
3187,217 sqm,198 sqm,3,4,No,Yes,No,Yes,3.3km,Yes,4 Years,No,2.5 km,0.41,extra_large,195032
3188,196 sqm,192 sqm,4,4,Yes,Yes,Yes,Yes,1.7km,No,2 Years,No,6.9 km,2.70,extra_large,157146
3189,469 sqm,430 sqm,7,5,Yes,Yes,Yes,Yes,2.4km,Yes,20 Years,No,1.2 km,5.07,extra_large,372550
3190,193 sqm,173 sqm,4,4,No,Yes,No,Yes,6.9km,Yes,4 Years,No,1.3 km,2.29,extra_large,162891
3191,165 sqm,142 sqm,2,3,Yes,No,No,No,3.1km,No,9 Years,No,4.1 km,3.78,extra_large,96887
3192,156 sqm,153 sqm,3,2,Yes,No,No,No,0.5km,No,4 Years,No,1.9 km,2.07,extra_large,116649
3193,183 sqm,174 sqm,3,2,No,Yes,No,Yes,2.3km,Yes,20 Years,No,4.1 km,0.50,extra_large,162492
3194,240 sqm,236 sqm,4,3,Yes,No,Yes,No,5.7km,Yes,5 Years,No,5.4 km,2.78,medium,183100
3195,273 sqm,244 sqm,5,4,Yes,Yes,Yes,Yes,4.3km,Yes,9 Years,No,4.6 km,2.06,large,245806
3196,215 sqm,198 sqm,3,1,No,Yes,No,Yes,4.7km,No,13 Years,No,6.9 km,5.72,large,147956
3197,307 sqm,294 sqm,5,5,Yes,Yes,Yes,Yes,0.8km,Yes,21 Years,No,4.3 km,1.67,extra_large,259120
3198,276 sqm,253 sqm,4,2,Yes,Yes,Yes,Yes,5.2km,Yes,3 Years,No,4.9 km,0.05,large,253913
3199,290 sqm,251 sqm,5,3,Yes,Yes,Yes,Yes,5.6km,Yes,14 Years,No,3.7 km,5.18,extra_large,222652
3200,276 sqm,247 sqm,4,3,Yes,Yes,Yes,No,2.1km,No,5 Years,No,1.9 km,3.60,medium,209573
3201,208 sqm,182 sqm,3,3,Yes,No,No,No,5.4km,No,5 Years,No,6.7 km,4.62,large,126998
3202,215 sqm,189 sqm,4,2,Yes,Yes,Yes,Yes,5.9km,Yes,12 Years,No,1.9 km,4.41,large,192671
3203,218 sqm,202 sqm,3,2,Yes,Yes,No,No,5.9km,Yes,9 Years,No,6.7 km,1.65,extra_large,165600
3204,293 sqm,292 sqm,4,3,Yes,Yes,Yes,No,0.2km,Yes,18 Years,No,0.2 km,5.44,extra_large,226297
3205,166 sqm,142 sqm,3,3,No,No,Yes,No,1.1km,Yes,3 Years,No,5.8 km,4.13,medium,139000
3206,125 sqm,124 sqm,1,1,No,No,No,Yes,3.9km,No,20 Years,No,2.4 km,0.45,medium,100922
3207,274 sqm,256 sqm,4,2,Yes,Yes,No,Yes,6.2km,Yes,7 Years,No,1.3 km,5.31,extra_large,203874
3208,181 sqm,173 sqm,3,4,No,Yes,No,No,6.5km,Yes,6 Years,No,3.2 km,5.24,extra_large,123339
3209,248 sqm,235 sqm,4,5,Yes,Yes,No,Yes,1.7km,Yes,3 Years,Yes,0.9 km,3.92,medium,242927
3210,117 sqm,103 sqm,1,2,Yes,Yes,No,No,2.7km,No,9 Years,No,5.9 km,2.79,medium,80805
3211,238 sqm,216 sqm,3,4,No,Yes,Yes,No,3.9km,No,17 Years,No,2.2 km,0.56,extra_large,174955
3212,412 sqm,373 sqm,6,7,Yes,Yes,Yes,Yes,1.8km,Yes,13 Years,No,5.2 km,3.88,large,340215
3213,148 sqm,135 sqm,1,1,No,No,No,No,0.5km,No,8 Years,No,4.2 km,5.06,extra_large,89559
3214,156 sqm,143 sqm,2,2,No,Yes,No,No,6.3km,Yes,5 Years,No,0.4 km,0.44,large,136766
3215,305 sqm,289 sqm,4,3,Yes,Yes,Yes,Yes,6.5km,Yes,8 Years,No,5.4 km,3.24,medium,250608
3216,226 sqm,201 sqm,4,3,Yes,Yes,Yes,Yes,4.9km,No,4 Years,No,4.3 km,2.59,extra_large,177630
3217,234 sqm,200 sqm,4,2,Yes,Yes,Yes,Yes,5.7km,No,18 Years,No,2.2 km,1.50,medium,192284
3218,293 sqm,254 sqm,4,2,Yes,Yes,Yes,No,6.2km,No,6 Years,No,2.7 km,4.19,large,214157
3219,120 sqm,120 sqm,1,2,Yes,No,No,No,2.5km,No,19 Years,No,6.6 km,4.49,medium,65590
3220,290 sqm,253 sqm,4,4,No,Yes,Yes,Yes,2.3km,No,3 Years,No,5.4 km,3.51,extra_large,216986
3221,268 sqm,236 sqm,5,4,Yes,Yes,Yes,Yes,6.6km,Yes,4 Years,No,1.1 km,4.11,extra_large,227682
3222,223 sqm,192 sqm,3,2,Yes,Yes,Yes,No,2.6km,Yes,19 Years,No,4.9 km,0.12,medium,194808
3223,209 sqm,199 sqm,4,5,No,Yes,No,Yes,5.7km,Yes,13 Years,No,0.1 km,4.71,medium,173770
3224,235 sqm,204 sqm,4,3,Yes,Yes,Yes,Yes,4.1km,Yes,16 Years,No,1.8 km,3.32,large,207286
3225,117 sqm,111 sqm,1,2,Yes,No,No,No,1.8km,No,19 Years,No,2.9 km,1.02,small,84180
3226,218 sqm,211 sqm,3,2,Yes,Yes,No,No,3.7km,No,17 Years,Yes,3.7 km,3.62,large,166604
3227,215 sqm,203 sqm,4,5,Yes,Yes,Yes,Yes,5.4km,Yes,5 Years,No,5.5 km,5.17,medium,171714
3228,199 sqm,183 sqm,4,5,Yes,Yes,Yes,Yes,6.3km,Yes,3 Years,Yes,3.9 km,3.34,medium,202069
3229,222 sqm,222 sqm,3,3,Yes,No,Yes,No,3.8km,No,4 Years,No,3.6 km,0.02,medium,166445
3230,158 sqm,156 sqm,3,3,Yes,No,Yes,No,1.3km,Yes,10 Years,No,2.5 km,2.65,extra_large,129185
3231,277 sqm,266 sqm,4,5,Yes,Yes,No,No,6.2km,No,12 Years,No,1.9 km,4.93,large,187989
3232,263 sqm,237 sqm,5,5,Yes,Yes,Yes,Yes,3.3km,Yes,12 Years,No,0.3 km,4.09,extra_large,225446
3233,300 sqm,295 sqm,5,3,Yes,Yes,Yes,No,3.5km,Yes,16 Years,No,5.5 km,4.51,large,224919
3234,106 sqm,104 sqm,1,2,No,No,Yes,No,5.4km,No,21 Years,No,5.1 km,0.35,medium,70357
3235,154 sqm,140 sqm,3,1,Yes,No,No,Yes,6.4km,No,15 Years,No,1.4 km,3.03,medium,118814
